t,ncon,contact_force_total,q_joint_0,qref_joint_0,tau_joint_0,q_joint_6,qref_joint_6,tau_joint_6,q_joint_7,qref_joint_7,tau_joint_7,q_joint_1,qref_joint_1,tau_joint_1,q_joint_8,qref_joint_8,tau_joint_8,q_joint_9,qref_joint_9,tau_joint_9,q_joint_2,qref_joint_2,tau_joint_2,q_joint_10,qref_joint_10,tau_joint_10,q_joint_11,qref_joint_11,tau_joint_11,q_joint_3,qref_joint_3,tau_joint_3,q_joint_12,qref_joint_12,tau_joint_12,q_joint_13,qref_joint_13,tau_joint_13,q_joint_4,qref_joint_4,tau_joint_4,q_joint_5,qref_joint_5,tau_joint_5,q_joint_14,qref_joint_14,tau_joint_14,input_sigma_close,input_sigma_diff,object_fixed_transparent_sphere_radius2p5_x,object_fixed_transparent_sphere_radius2p5_y,object_fixed_transparent_sphere_radius2p5_z
0.354,0.0,0.0,0.0033731252614717044,0.1366608580251631,0.0008008728992087445,-0.001273379203698107,0.053139465837735156,0.0003260554365809185,0.0023918031206563795,0.052092323750399384,0.00029901035238605827,0.0032283237922424188,0.13396788146106764,0.0007855342144636815,-0.0017083524121606574,0.05146741437713302,0.00031848759172825293,0.004023812264935727,0.07260688651855839,0.0004128563436555854,0.002620594516842596,0.13236077740399413,0.0007793335760923565,-0.0002816434174260162,0.07117612831454936,0.00042866059125798873,0.003472028262755189,0.07032228601045694,0.00040227471432566637,-0.0016464782967003573,0.07048526315850291,0.0004322401047454315,0.0044035681534566285,0.13104669405936104,0.0007613549350181049,0.007086472425567861,0.12846434765085932,0.0007306661126396937,8.534162284628794e-05,0.06909631269717185,0.00041409756330663153,0.00021418136292819363,0.06826742025479406,0.0004084025368190288,0.008190675543585766,0.1269232650268201,0.0007151625106046145,3.0599999999999996,0.0,0.075,0.145,0.13
0.356,0.0,0.0,0.003571603756896865,0.13934048269232313,0.0008158041445851086,-0.001346173306016572,0.054181416148278976,0.00033272877211186247,0.002531446546756504,0.053113741863152306,0.00030433163245497557,0.003418202529266972,0.1365947026661866,0.000800198273243665,-0.0018062698416063023,0.05247657936491994,0.00032510959066248357,0.004258714130087432,0.07403055096009874,0.0004200404321709781,0.0027751284947766354,0.13495608676485676,0.000794012953488085,-0.00029636704121377953,0.07257173867365817,0.00043712029254650513,0.0036749999802766446,0.07170115436360314,0.00040937475660508766,-0.0017415870253522602,0.07186732714200296,0.0004410828326322199,0.004662570872533035,0.13361623708013282,0.0007752760135600571,0.007501580863295495,0.13098325642832714,0.0007433807040165557,9.088467094823899e-05,0.0704511423579007,0.00042219480441032647,0.00022874954114862733,0.0696059971225351,0.0004163508945576414,0.008669383369456076,0.1294119564979342,0.0007273276857260905,3.119999999999999,0.0,0.075,0.145,0.13
0.358,0.0,0.0,0.003777607200576455,0.14202010735948323,0.0008306910216155182,-0.0014215180744827573,0.05522336645882281,0.0003394172385890363,0.0026762772557161474,0.05413515997590525,0.0003096222805748925,0.003615272496271098,0.1392215238713056,0.0008148199280522318,-0.0019076443721980983,0.05348574435270687,0.00033175208516587906,0.00450233909881993,0.0754542154016391,0.00042717300762931,0.0029355543879454227,0.1375513961257194,0.0008086576057856566,-0.0003114677256195147,0.07396734903276699,0.00044558229644388455,0.0038855368316525114,0.07308002271674936,0.00041643013641883627,-0.0018401269939471933,0.07324939112550304,0.0004499458689051318,0.004931381873055985,0.13618578010090462,0.0007891392553702296,0.007932243082897266,0.13350216520579497,0.0007560035060549968,9.668969213991486e-05,0.07180597201862958,0.00043029052408608806,0.00024406218232745467,0.07094457399027618,0.0004242949466947653,0.009165921918218871,0.13190064796904835,0.0007393875875975536,3.1799999999999997,0.0,0.075,0.145,0.13
0.36,0.0,0.0,0.003991265066233513,0.14469973202664327,0.0008455327489564009,-0.0014994412355210723,0.05626531676936663,0.0003461210090630963,0.002826376251042778,0.05515657808865817,0.0003148818049976521,0.0038196568487369317,0.14184834507642455,0.0008293984354809206,-0.0020125157841582803,0.05449490934049379,0.0003384153222761513,0.0047548231436569605,0.07687787984317945,0.0004342532444661571,0.0031019761473694966,0.140146705486582,0.0008232669065918194,-0.0003269379828857276,0.07536295939187579,0.00045404656270497186,0.004103758914604077,0.07445889106989557,0.0004234401254294584,-0.001942143632063462,0.07463145510900308,0.0004588294926177017,0.005210168941104063,0.13875532312167638,0.0008029436474917224,0.008378712309640355,0.1360210739832628,0.0007685329854021932,0.00010276528994565188,0.07316080167935843,0.0004383846719233111,0.00026014685229001374,0.07228315085801722,0.00043223453205413863,0.009680573265441885,0.13438933944016246,0.0007513405051316615,3.2399999999999993,0.0,0.075,0.145,0.13
0.362,0.0,0.0,0.004212706065282103,0.14737935669380337,0.0008603285497654191,-0.0015799693836195936,0.05730726707991047,0.00035284024989258925,0.002981823567262495,0.056177996201411104,0.00032010971970221,0.0040314779844091275,0.14447516628154355,0.0008439330565968398,-0.0021209224444046497,0.055504074328280716,0.000345099540674634,0.00501630059067531,0.07830154428471983,0.0004412803268463772,0.003274497269001312,0.14274201484744467,0.0008378402322004511,-0.00034276953386065505,0.0767585697509846,0.00046251304640322204,0.004329785014912131,0.0758377594230418,0.0004304040030506264,-0.0020476812724666304,0.07601351909250315,0.00046773397634739965,0.0054990988049369366,0.14132486614244819,0.0008166881832080647,0.008841239397235856,0.13853998276073065,0.0007809676227065419,0.00010912027352150896,0.0745156313400873,0.0004464771963008499,0.0002770318291229093,0.0736217277257583,0.0004401694852408097,0.010213616331982254,0.1368780309112766,0.0007631847458750082,3.3,0.0,0.075,0.145,0.13
0.364,0.0,0.0,0.004442058134852123,0.1500589813609634,0.0008750776517740879,-0.0016631279650127144,0.05834921739045429,0.00035957512064444333,0.0031426982556710913,0.05719941431416403,0.00032530554448140925,0.004250857531624775,0.1471019874866625,0.0008584230570135204,-0.002232901286316765,0.05651323931606763,0.0003518049705628337,0.0052869040949505555,0.07972520872626018,0.0004482534488135092,0.0034532207865886943,0.14533732420830728,0.0008523769616358358,-0.0003589532970463652,0.07815418011009341,0.0004709816978637244,0.004563732586593021,0.077216627776188,0.00043732105656765525,-0.0021567831338235974,0.0773955830760032,0.00047665958609081893,0.005798337117373611,0.14389440916321997,0.0008303718621496982,0.00932007279020076,0.14105889153819845,0.0007933059128457755,0.00011576366152784248,0.07587046100081615,0.00045456804436376784,0.00029474611208160563,0.07496030459349935,0.0004480996365862587,0.010765326835521704,0.1393667223823907,0.0007749186363024507,3.3599999999999994,0.0,0.075,0.145,0.13
0.366,0.0,0.0,0.004679448425944283,0.15273860602812347,0.0008897792873596281,-0.0017489412616350534,0.05939116770099812,0.000366325773996065,0.0033090783703020876,0.05822083242691697,0.0003304688050274753,0.0044779163377848775,0.14972880869178148,0.0008728677069609404,-0.0023484877898479997,0.05752240430385456,0.00035853183354102796,0.005566764616353766,0.08114887316780055,0.00045517181443709994,0.003638249264616254,0.14793263356916994,0.0008668764766954875,-0.00037547937786069603,0.07954979046920223,0.00047945246259749157,0.004805717732340934,0.07859549612933422,0.00044419058125644723,-0.0022694913036022044,0.07877764705950327,0.0004856065811599612,0.006108048438298635,0.14646395218399177,0.0008439936903997091,0.00981545848660729,0.1435778003156663,0.0008055463651527933,0.00012270468599939017,0.07722529066154502,0.00046265716200010306,0.0003133194302561033,0.07629888146124042,0.0004560248120949529,0.011335977242700775,0.14185541385350484,0.0007865405221078989,3.42,0.0,0.075,0.145,0.13
0.368,0.0,0.0,0.004925003291717149,0.15541823069528352,0.0009044326936160354,-0.0018374323753505336,0.06043311801154194,0.000373092355639062,0.003481040954114848,0.05924225053966989,0.0003355990330162068,0.0047127744579694535,0.15235562989690046,0.0008872662813546935,-0.00246771596198842,0.05853156929164148,0.0003652803424889369,0.00585601139570427,0.0825725376093409,0.0004620346379579228,0.0038296847913258714,0.15052794293003255,0.0008813381619924978,-0.0003923370581160761,0.08094540082831103,0.0004879252812370304,0.0050558551842403085,0.07997436448248044,0.000451011880500837,-0.002385846721159242,0.08015971104300332,0.0004945752140796332,0.006428396217298334,0.14903349520476353,0.0008575526805987895,0.010327640001225599,0.14609670909313413,0.0008176875036391611,0.00012995279621262943,0.07858012032227388,0.000470744493817647,0.00033278225099140377,0.07763745832898147,0.00046394483339235224,0.01192583672186109,0.14434410532461894,0.000798048768491509,3.4799999999999995,0.0,0.075,0.145,0.13
0.37,0.0,0.0,0.005178848275908165,0.1580978553624436,0.0009190371124243587,-0.0019286232124604802,0.061475068322085775,0.0003798750041846179,0.003658662025405842,0.06026366865242283,0.0003406957661898479,0.004955551143698278,0.15498245110201944,0.0009016180598643,-0.0025906183175833496,0.05954073427942841,0.00037205070144850097,0.006154771931283517,0.08399620205088128,0.00046884114393106206,0.004027628971817358,0.1531232522908952,0.000895761404997416,-0.0004095147857182216,0.08234101118741986,0.0004964000894732157,0.005314258284752246,0.08135323283562666,0.0004577842659083182,-0.0025058891610196888,0.08154177502650338,0.0005035657304859757,0.006759542776429092,0.15160303822553534,0.0008710478520494221,0.010856858329065775,0.14861561787060198,0.0008297278672162583,0.00013751766255016627,0.07993494998300274,0.0004788299831207407,0.00035316578805953176,0.07897603519672254,0.00047185951767438685,0.012535171096404528,0.14683279679573308,0.000809441760443232,3.54,0.0,0.075,0.145,0.13
0.372,0.0,0.0,0.0054411081013905245,0.16077748002960365,0.0009335917905221729,-0.002022534468494523,0.0625170186326296,0.00038667385107054046,0.0038420165644460686,0.06128508676517575,0.00034575854843861943,0.005206364831839253,0.1576092723071384,0.0009159223269806407,-0.0027172258605124224,0.060549899267215324,0.00037884310550879204,0.006463171955714984,0.08541986649242163,0.0004755905673668287,0.004232182921230365,0.15571856165175782,0.0009101455960796428,-0.0004270001645876513,0.08373662154652867,0.0005048768179934813,0.005581038967978721,0.08273210118877287,0.00046450705742412374,-0.002629657216349983,0.08292383901000343,0.0005125783690261387,0.007101649293119733,0.15417258124630712,0.0008844782308192682,0.011403351909325062,0.15113452664806978,0.0008416660099140241,0.0001454091803619009,0.0812897796437316,0.0004869135718870886,0.00037450200957995085,0.0803146120644636,0.0004797686776584244,0.013164242798778045,0.14932148826684719,0.0008207179030226559,3.5999999999999996,0.0,0.075,0.145,0.13
0.374,0.0,0.0,0.005711906658867726,0.16345710469676372,0.0009480959795722391,-0.0021191856132880297,0.06355896894317344,0.0003934890204700078,0.0040311785003476,0.06230650487792869,0.0003507869298808957,0.005465333133666365,0.1602360935122574,0.0009301783720825088,-0.0028475680652338274,0.06155906425500225,0.0003856577406930881,0.006781335413215002,0.086843530933962,0.00048228215386948204,0.004443447258008614,0.15831387101262048,0.0009244901285483407,-0.0004447799448069108,0.08513223190563748,0.0005133553924213508,0.005856307741208336,0.0841109695419191,0.00047117958344364226,-0.002757188282628099,0.0843059029935035,0.0005216133612591209,0.007454875783209998,0.15674212426707892,0.0008978428498437551,0.011967356589746089,0.15365343542553764,0.0008535005010972754,0.0001536374738227064,0.08264460930446046,0.0004949952007445913,0.0003968236456852745,0.08165318893220466,0.0004876721215357483,0.013813310825092797,0.15181017973796132,0.0008318756216350998,3.66,0.0,0.075,0.145,0.13
0.376,0.0,0.0,0.0059913669957076315,0.1661367293639238,0.0009625489362303364,-0.0022185948763497275,0.06460091925371725,0.00040032062920203164,0.004226220698162161,0.06332792299068161,0.0003557804669420041,0.005732572824069155,0.16286291471737635,0.0009443854895022599,-0.0029816728586983753,0.06256822924278917,0.000392494783848138,0.007109384437219292,0.08826719537550234,0.000488915159773724,0.004661522097247481,0.1609091803734831,0.0009387943986928469,-0.00046284001299634294,0.08652784226474629,0.0005218357332573191,0.006140173666747313,0.0854898378950653,0.0004778011809231418,-0.0028885185415131586,0.08568796697700355,0.0005306709315577899,0.007819381084127126,0.15931166728785068,0.0009111407490278442,0.012549105591391867,0.15617234420300546,0.0008652299256795562,0.00016221289978634722,0.08399943896518931,0.0005030748089481997,0.0004201641959292423,0.08299176579994572,0.0004955696529255626,0.014482630690386045,0.15429887120907543,0.0008429133623038958,3.7199999999999998,0.0,0.075,0.145,0.13
0.378,0.0,0.0,0.006279611304917808,0.16881635403108386,0.0009769499222122575,-0.0023207792325231126,0.06564286956426109,0.00040716878664366494,0.0044272149462146,0.06434934110343454,0.0003607387224316343,0.0060081998309155825,0.16548973592249536,0.0009585429785905572,-0.003119566602637931,0.0635773942305761,0.0003993544025356469,0.007447439328389926,0.08969085981704272,0.0004954888522789407,0.004886507044125966,0.16350448973434573,0.0009530578058225894,-0.00048116538292119083,0.0879234526238551,0.0005303177558211087,0.006432744344039339,0.08686870624821152,0.0004843711954887853,-0.003023682944917279,0.08707003096050361,0.0005397512970121007,0.0081953228382025,0.1618812103086225,0.0009243709753469721,0.013148829473843228,0.15869125298047332,0.0008768528843344888,0.00017114605163535377,0.08535426862591819,0.000511152334356791,0.0004445579364340003,0.08433034266768678,0.0005034610708305453,0.01517245438453425,0.15678756268018956,0.000853829591938821,3.7800000000000002,0.0,0.075,0.145,0.13
0.38,0.0,0.0,0.006576760914263915,0.1714959786982439,0.0009912982043599565,-0.0024257543879451756,0.0666848198748049,0.0004140335946439681,0.004634231943674057,0.06537075921618747,0.00036566126561983725,0.006292329224570147,0.1681165571276143,0.0009726501437801924,-0.00326127407623267,0.06458655921836301,0.00040623675492600564,0.007795618533007334,0.09111452425858307,0.0005020025095811589,0.005118501187424044,0.16609979909520836,0.0009672797523064944,-0.000499740186332763,0.08931906298296391,0.0005388013701953106,0.006734125892077839,0.08824757460135774,0.0004908889815439104,-0.0031627151992823276,0.08845209494400366,0.0005488546673335257,0.008582857476130343,0.16445075332939427,0.0009375325829471505,0.013766756100824305,0.16121016175794112,0.0008883679937045874,0.00018044776312655972,0.08670909828664704,0.0005192277134100701,0.00047003992677379297,0.08566891953542784,0.0005113461695939631,0.01588303032882558,0.15927625415130367,0.0008646227986006166,3.84,0.0,0.075,0.145,0.13
0.382,0.0,0.0,0.006882936275532851,0.174175603365404,0.0010055930547068406,-0.0025335347663059103,0.06772677018534874,0.00042091514743976353,0.004847341288365578,0.06639217732894041,0.00037054767231159815,0.006585075207569084,0.17074337833273331,0.000986706294648979,-0.0034068184591615294,0.06559572420614995,0.0004131419896942957,0.008154038621751914,0.09253818870012344,0.0005084554210026966,0.005357603093126404,0.168695108456071,0.0009814596436118817,-0.0005185476640463383,0.09071467334207273,0.0005472864811704329,0.007044422932114181,0.08962644295450396,0.0004973539023745568,-0.0033056477500642023,0.08983415892750374,0.0005579812447607164,0.008982140200570385,0.16702029635016608,0.0009506246332442143,0.014403110606261598,0.16372907053540897,0.000899773886607508,0.00019012911223199858,0.08806392794737591,0.0005273008811054962,0.0004966460165922441,0.0870074964031689,0.0005192247388583707,0.016614603333199994,0.1617649456224178,0.0008752914917615534,3.9000000000000004,0.0,0.075,0.145,0.13
0.384,0.0,0.0,0.007198256953942375,0.17685522803256404,0.0010198337505421871,-0.0026441334954120034,0.06876872049589257,0.0004278135315731909,0.005066611464824879,0.06741359544169333,0.0003753975249199665,0.006886551104454416,0.17337019953785227,0.001000710745981699,-0.003556221315040143,0.06660488919393687,0.00042007024591859043,0.008522814268879702,0.09396185314166379,0.0005148468871194712,0.0056039107981135095,0.1712904178169336,0.0009955968883428431,-0.0005375701572584319,0.09211028370118153,0.0005557729881913672,0.007363738570665255,0.09100531130765016,0.0005037653302532158,-0.0034525117664272464,0.09121622291100379,0.0005671312239664079,0.009393324969896439,0.16958983937093783,0.0009636461950222046,0.01505811536078206,0.1662479793128768,0.0009110692122396912,0.00020020142497484517,0.08941875760810476,0.0005353717709752365,0.0005244128519504766,0.08834607327090996,0.0005270965635259063,0.017367414554164858,0.1642536370935319,0.0008858342025619914,3.96,0.0,0.075,0.145,0.13
0.386,0.0,0.0,0.007522841617698846,0.1795348526997241,0.0010340195744746904,-0.002757562394058036,0.0698106708064364,0.00043472882581109047,0.005292109832598897,0.06843501355444627,0.00038021041253772834,0.007196869351768627,0.17599702074297124,0.001014662817831101,-0.0037095025752504557,0.0676140541817238,0.00042702165298058364,0.008902058231796467,0.09538551758320417,0.0005211762198859468,0.005857521803940962,0.17388572717779627,0.0010096908982780966,-0.0005567890991059881,0.09350589406029036,0.0005642607853052927,0.007692174382823813,0.09238417966079639,0.0005101226465407867,-0.003603337126151347,0.09259828689450385,0.0005763047919655866,0.009816564482092803,0.17215938239170964,0.0009765963445308792,0.01573198993865561,0.16876688809034462,0.0009222526363773754,0.0002106762792600785,0.09077358726883364,0.0005434403150631528,0.0005533778814033907,0.08968465013865103,0.0005349614237202034,0.018141701453393996,0.16674232856464605,0.0008962494840628872,4.0200000000000005,0.0,0.075,0.145,0.13
0.388,0.0,0.0,0.007856808027704732,0.18221447736688415,0.001048149814495112,-0.002873831959208461,0.07085262111698022,0.0004416611010662296,0.00552390261479472,0.0694564316671992,0.0003849859310076018,0.007516141488211648,0.17862384194809022,0.0010285618355779294,-0.0038666805231661276,0.06862321916951071,0.00043399633046856703,0.009291881331034552,0.09680918202474452,0.0005274427427576884,0.006118533070708066,0.17648103653865888,0.0010237410884083075,-0.0005761850064700097,0.09490150441939915,0.0005727497611110309,0.008029830395874871,0.0937630480139426,0.0005164252417867128,-0.0037581524007542413,0.0939803508780039,0.0005855021280249315,0.010252010158800357,0.17472892541248142,0.0009894741655823317,0.016424951085187364,0.17128579686781245,0.0009333228415749411,0.00022156550869953108,0.09212841692956249,0.0005515064439018145,0.0005835793618014939,0.09102322700639208,0.0005428190947499321,0.018937697757017893,0.16923102003576015,0.0009065359114941969,4.08,0.0,0.075,0.145,0.13
0.39,0.0,0.0,0.008200273027417491,0.18489410203404424,0.0010622237640380372,-0.0029929513534935506,0.07189457142752405,0.00044861042032039503,0.005762054886879421,0.07047784977995213,0.0003897236829909444,0.007844478144961855,0.1812506631532092,0.0010424071299899853,-0.004027771778777745,0.06963238415729764,0.00044099438808278265,0.009692392430636632,0.0982328464662849,0.0005336457908115021,0.006387041011016521,0.17907634589952154,0.0010377468769728808,-0.0005957374720260771,0.09629711477850798,0.000581239798709868,0.008376805073221453,0.09514191636708882,0.0005226725158272837,-0.003916984840831519,0.09536241486150397,0.0005947234035735493,0.010699812129514262,0.17729846843325323,0.0010022787496467172,0.017137212684564827,0.1738047056452803,0.0009442785273605578,0.00023288120643097997,0.09348324659029136,0.000559570086489551,0.000615056363815749,0.09236180387413315,0.0005506693470739899,0.019755633415612633,0.1717197115068743,0.0009166920824991384,4.140000000000001,0.0,0.075,0.145,0.13
0.392,0.0,0.0,0.00855335253286139,0.18757372670120429,0.0010762407220427208,-0.0031149283930224417,0.07293652173806787,0.0004555768385493685,0.006006630565733277,0.07149926789270505,0.0003944232780349538,0.008181989036162714,0.18387748435832815,0.0010561980372801978,-0.004192791283721772,0.07064154914508455,0.00044801592554317385,0.010103698418950523,0.09965651090782525,0.0005397847108631317,0.006663141484020113,0.18167165526038415,0.0010517076854962056,-0.0006154251565441521,0.09769272513761679,0.0005897307756578573,0.008733195298622836,0.09652078472023502,0.0005288638778820815,-0.004079860361616766,0.09674447884500402,0.0006039687821150132,0.011160119215935085,0.179868011454025,0.0010150091959470644,0.01786898572816519,0.1763236144227481,0.0009551184104290996,0.00024463572893092446,0.09483807625102021,0.0005676311702675354,0.0006478487771829796,0.0937003807418742,0.0005585119462683507,0.020595734564895055,0.1742084029779884,0.0009267166173742546,4.2,0.0,0.075,0.145,0.13
0.394,0.0,0.0,0.008916161522793814,0.19025335136836438,0.001090199993013018,-0.003239769535516328,0.07397847204861172,0.0004625604026498049,0.006257692398958785,0.072520686005458,0.0003990843326383483,0.008528782949576664,0.18650430556344716,0.0010699338991637067,-0.004361752286717078,0.07165071413287148,0.0004550610324995595,0.01052590418983908,0.10108017534936561,0.0005458588615824906,0.006946929789566283,0.1842669646212468,0.0010656229388233602,-0.0006352257814400044,0.0990883354967256,0.0005982225639196186,0.009099096360748451,0.09789965307338125,0.0005349987466485505,-0.004246803528764262,0.09812654282850408,0.0006132384191407252,0.011633078916475217,0.1824375544747968,0.00102766461155317,0.018620478283327788,0.17884252320021596,0.0009658412248323046,0.00025684169982068426,0.09619290591174907,0.0005756896210969089,0.0006819973156694479,0.09503895760961527,0.0005663466529945937,0.021458223487131445,0.17669709444910253,0.0009366081593052449,4.260000000000001,0.0,0.075,0.145,0.13
0.396,0.0,0.0,0.009288814029027556,0.19293297603552442,0.0011041008870763837,-0.0033674798687647915,0.07502042235915553,0.00046956115136803113,0.006515301954447845,0.07354210411821091,0.0004037064703155127,0.008884967737407837,0.1891311267685661,0.0010836140629139368,-0.004534666329412781,0.0726598791206584,0.00046212978844425285,0.010959112624309084,0.10250383979090597,0.0005518676136064013,0.007238500662430404,0.18686227398210942,0.0010794920651552588,-0.0006551161215805401,0.10048394585583441,0.0006067150298236464,0.009474601938050473,0.09927852142652746,0.0005410765503946741,-0.0044178375443566014,0.09950860681200413,0.0006225324620446103,0.012118837390922385,0.18500709749556857,0.0010402441114745601,0.01939189546259677,0.18136143197768378,0.000976445722166136,0.000269512013665442,0.09754773557247794,0.0005837453632359436,0.0007175435217502956,0.09637753447735632,0.0005741732229701212,0.022343318573266942,0.17918578592021664,0.0009463653745985112,4.32,0.0,0.075,0.145,0.13
0.398,0.0,0.0,0.009671423126910595,0.1956126007026845,0.0011179427200419417,-0.0034980630994081822,0.07606237266969937,0.00047657911523078496,0.006779519610209402,0.07456352223096385,0.00040828932165909605,0.009250650307295105,0.19175794797368512,0.0010972378814176637,-0.00471154323265107,0.07366904410844533,0.00046922226262714864,0.011403424572563024,0.10392750423244634,0.0005578103496488236,0.007537948266643603,0.18945758334297205,0.00109331449608325,-0.0006750719983452516,0.10187955621494323,0.0006152080340191425,0.009859804083958099,0.10065738977967369,0.0005470967270497393,-0.004592984233139577,0.1008906707955042,0.0006318510500391649,0.01261753944526208,0.18757664051634038,0.0010527468187525079,0.020183439393438824,0.18388034075515164,0.0009869306717553293,0.0002826598397658434,0.0989025652332068,0.0005917983193172481,0.0007545297710026121,0.09771611134509739,0.0005819914069400826,0.02325123428578272,0.18167447739133077,0.0009559869529083831,4.380000000000001,0.0,0.075,0.145,0.13
0.4,0.0,0.0,0.010064100925964787,0.19829222536984453,0.0011317248134576035,-0.0036315215420488884,0.07710432298024318,0.0004836143164779082,0.007050404544459792,0.07558494034371677,0.00041283252440104426,0.009625936613476986,0.19438476917880407,0.001110804713229054,-0.0048923910831485595,0.07467820909623224,0.0004763385139732998,0.011858938836477474,0.1053511686739867,0.000563686464608542,0.007845366189914924,0.1920528927038347,0.0011070896666231466,-0.0006950682729459503,0.10327516657405203,0.0006237014314343837,0.010254793212396446,0.10203625813281988,0.0005530587242931707,-0.004772264028986613,0.10227273477900425,0.000641194314072863,0.01312932851666066,0.19014618353711216,0.0010651718645511004,0.020995309188440846,0.18639924953261944,0.0009972948608350837,0.00029629862594175705,0.10025739489393565,0.0005998484103250188,0.0007929992762099737,0.09905468821283844,0.000589800950651015,0.024182181122287823,0.18416316886244488,0.000965471607459973,4.44,0.0,0.075,0.145,0.13
0.402,0.0,0.0,0.010466958560684874,0.20097185003700463,0.001145446494666239,-0.003767856108694268,0.07814627329078702,0.0004906667689970154,0.007328014725977986,0.07660635845646971,0.0004173357234720595,0.010010931648129825,0.19701159038392307,0.0011243139226226764,-0.0050772162205996365,0.07568737408401918,0.00048347859100300643,0.012325752152511775,0.10677483311552706,0.0005694953656742975,0.008160847438148608,0.19464820206469732,0.0011208170152486945,-0.0007150788400068827,0.10467077693316086,0.0006321950712366409,0.010659658083632909,0.10341512648596611,0.000558961999641418,-0.004955695961595014,0.10365479876250432,0.0006505623767489457,0.013654346658610933,0.19271572655788394,0.0010775183882473396,0.021827700915992267,0.1889181583100873,0.0010075370947298789,0.0003104421023077863,0.10161222455466452,0.0006078955555723366,0.0008329960911763725,0.10039326508057952,0.0005976015948262173,0.025136365579852445,0.18665186033355902,0.0009748180752676272,4.500000000000001,0.0,0.075,0.145,0.13
0.404,0.0,0.0,0.010880106181499215,0.20365147470416467,0.0011591070968608786,-0.003907066298533936,0.07918822360133083,0.0004977364782601506,0.00761240690472784,0.07762777656922264,0.00042179857105946797,0.010405739432880692,0.19963841158904203,0.0011377648796454733,-0.005266023225205175,0.0766965390718061,0.0004906425317544343,0.012803959175050563,0.10819849755706741,0.0005752364724273338,0.008484484430057275,0.19724351142555993,0.001134495983924468,-0.0007350766214072696,0.10606638729226965,0.0006406887967936592,0.011074485790453786,0.10479399483911232,0.0005648060205328765,-0.005143297643416239,0.10503686274600436,0.0006599553522455962,0.014192734526241936,0.19528526957865572,0.0010897855375202688,0.022680807571456726,0.19143706708755512,0.0010176561970293772,0.00032510428504011407,0.10296705421539337,0.0006159396726785135,0.0008745651142475333,0.10173184194832056,0.0006053930751428652,0.026113990120089244,0.18914055180467312,0.0009840251173489241,4.5600000000000005,0.0,0.075,0.145,0.13
0.406,0.0,0.0,0.011303652945893571,0.20633109937132474,0.0011727059591389532,-0.004049150188054033,0.08023017391187467,0.0005048234412624517,0.00790363660274944,0.07864919468197556,0.0004262207266634864,0.010810463010496362,0.202265232794161,0.0011511569601676819,-0.00545881490562989,0.07770570405959303,0.0004978303637087892,0.013293652460183646,0.10962216199860779,0.0005809092169413434,0.0088163689918717,0.1998388207864226,0.0011481260181381919,-0.0007550335603882488,0.10746199765137848,0.0006491824456367146,0.011499361744673876,0.10617286319225855,0.0005705902644108286,-0.0053350852568223766,0.10641892672950444,0.0006693733462375241,0.014744631361794654,0.19785481259942753,0.0011019724684391136,0.023554819048837668,0.19395597586502297,0.0010276510097613975,0.00034029948013425117,0.10432188387612225,0.0006239806775464929,0.0009177520915376934,0.10307041881606165,0.0006131751222108846,0.02711525313498918,0.1916292432757873,0.0009930915189341884,4.620000000000001,0.0,0.075,0.145,0.13
0.40800000000000003,0.0,0.0,0.011737707009699247,0.2090107240384848,0.0011862424265555473,-0.004194104421491018,0.0812721242224185,0.0005119276464628352,0.008201758105321515,0.0796706127947285,0.00043060185715187435,0.011225204436749707,0.20489205399927998,0.0011644895459327017,-0.005655592287391504,0.07871486904737994,0.000505042103718059,0.013794922449926606,0.11104582644014814,0.0005865130438797869,0.00915659235214796,0.2024341301472852,0.0011617065669324812,-0.0007749206159261383,0.10885760801048729,0.0006576758494252533,0.011934369663981695,0.10755173154540475,0.0005763142188043853,-0.005531073541510959,0.10780099071300449,0.0006788164558189612,0.0153101749802654,0.2004243556201993,0.001114078345550428,0.024449922112942363,0.19647488464249077,0.0010375203935619186,0.0003560422871532484,0.1056767135368511,0.0006320184843403011,0.00096260361986,0.10440899568380269,0.00062094746155359,0.02814034891351818,0.19411793474690137,0.001002016089671473,4.680000000000001,0.0,0.075,0.145,0.13
0.41000000000000003,0.0,0.0,0.012182375518546888,0.21169034870564488,0.0011997158501756739,-0.0043419242016274695,0.08231407453296233,0.0005190490737267201,0.0085068244523969,0.08069203090748144,0.0004349416368129595,0.011650064772464807,0.20751887520439896,0.0011777620246058956,-0.0058563546016848055,0.07972403403516687,0.0005122777579353502,0.01430785745688541,0.1124694908816885,0.0005920474105905714,0.00950524513667259,0.20502943950814786,0.0011752370829359994,-0.0007947077573738771,0.1102532183695961,0.0006661688339131335,0.0123795915591229,0.10893059989855097,0.0005819773814074158,-0.005731275782150222,0.10918305469650455,0.000688284769428093,0.015889501755218527,0.20299389864097112,0.0011261023419642342,0.025366300372048754,0.19899379341995863,0.0010472632278420975,0.0003723476029659211,0.10703154319757997,0.0006400530054625603,0.0010091671493587607,0.10574757255154377,0.0006287098135901026,0.02918946760898085,0.19660662621801553,0.0010107976638269842,4.740000000000001,0.0,0.075,0.145,0.13
